CustomerKey,GeographyKey,Name,BirthDate,MaritalStatus,Gender,EmailAddress,NumberChildrenAtHome,AddressLine1,DateFirstPurchase,CommuteDistance,Currency,Income
11978,322,Jackson Washington,18/10/1977,M,M,jackson15@adventure-works.com,1,1374 Queens Road,3/02/2013,0-1,USD,130000
11979,69,Christopher Johnson,5/11/1962,M,M,christopher25@adventure-works.com,0,9234 Carmel Drive,14/02/2013,1-2,USD,80000
11980,369,Kimberly Richardson,17/06/1963,S,F,kimberly13@adventure-works.com,0,7629 Bonanza,23/09/2013,1-2,USD,60000
11981,616,Alexandria Howard,3/08/1962,S,F,alexandria33@adventure-works.com,0,341 Victory Lane,9/04/2013,1-2,USD,60000
11982,359,Alexandra Foster,2/10/1962,S,F,alexandra37@adventure-works.com,0,6754 Pampered Ct.,17/08/2013,5-10,USD,60000
11983,298,Cheryl Ortega,24/02/1968,M,F,cheryl24@adventure-works.com,2,6501 West Way,8/11/2011,5-10,USD,70000
11984,59,Alex Campbell,4/12/1962,M,M,alex35@adventure-works.com,1,4164 Kenneth Ct.,15/02/2013,0-1,USD,80000
11985,536,Melanie Hughes,18/05/1963,M,F,melanie27@adventure-works.com,1,2546 Crowe Place,27/02/2013,0-1,USD,80000
11986,34,Max Alvarez,20/01/1969,S,M,max5@adventure-works.com,0,4594 Rose Dr.,22/11/2011,5-10,USD,70000
11987,38,Diane Vazquez,26/05/1973,M,F,diane19@adventure-works.com,4,6772 Geraldine Dr.,17/06/2013,0-1,USD,90000
11988,4,Kathryn Chapman,17/02/1968,S,F,kathryn14@adventure-works.com,0,4095 Minert Rd.,10/11/2011,5-10,USD,70000
11989,24,Kara Anand,20/03/1984,S,F,kara20@adventure-works.com,0,1088 Ash Lane,3/11/2011,5-10,USD,70000
11990,10,Joanna Vazquez,12/01/1968,S,F,joanna13@adventure-works.com,0,198 Edie Ct.,13/11/2011,5-10,USD,70000
11991,9,Frederick Martinez,7/02/1968,M,M,frederick14@adventure-works.com,0,3410 Hemlock Ave.,1/11/2011,0-1,USD,60000
11992,20,Tonya Chande,9/06/1972,S,F,tonya14@adventure-works.com,0,4766 Palm Ave,17/11/2011,5-10,USD,60000
11993,4,Rosa Wang,12/09/1977,S,F,rosa1@adventure-works.com,0,9135 Rockford Dr.,13/11/2011,0-1,USD,60000
11994,27,Leah Hu,18/10/1977,S,F,leah16@adventure-works.com,0,1374 Queens Road,25/11/2011,1-2,USD,110000
11995,39,Kelvin Carson,12/12/1965,M,M,kelvin11@adventure-works.com,0,2599 Amaranth Way,8/11/2011,0-1,USD,60000
11996,21,Veronica Srini,30/01/1966,S,F,veronica9@adventure-works.com,0,4681 Deerfield Dr.,4/11/2011,5-10,USD,60000
11997,2,Kristina Kapoor,4/04/1971,M,F,kristina1@adventure-works.com,0,6828 Willow Pass Road,5/11/2011,0-1,USD,60000
11998,24,Donna Sharma,7/02/1966,M,F,donna9@adventure-works.com,0,1641 Overhill Rd,16/11/2011,5-10,USD,60000
11999,10,Johnny Shan,3/12/1965,M,M,johnny11@adventure-works.com,0,7177 Santa Rosa,10/11/2011,0-1,USD,60000
12000,21,Ashley Russell,9/09/1970,S,F,ashley47@adventure-works.com,0,9088 Ironwood Way,16/11/2011,0-1,USD,70000
12001,4,Shannon Yang,30/12/1981,S,F,shannon5@adventure-works.com,5,8404 Houston Ct.,14/11/2011,1-2,USD,80000
12002,5,Adriana Lopez,5/08/1969,S,F,adriana17@adventure-works.com,0,5420 Thornwood Drive,24/11/2011,5-10,USD,70000
12003,25,Audrey Munoz,4/09/1979,S,F,audrey8@adventure-works.com,0,2288 Morning Way,6/11/2011,5-10,USD,70000
12004,36,Jarrod Suri,16/12/1974,S,M,jarrod0@adventure-works.com,0,7265 Mt. Dell Dr.,8/11/2011,0-1,USD,70000
12005,24,Gilbert Shen,13/07/1973,M,M,gilbert23@adventure-works.com,0,3798 Baird Court,21/11/2011,0-1,USD,60000
12006,27,Richard Blue,12/03/1973,M,M,richard59@adventure-works.com,4,8005 Water St.,5/05/2013,5-10,USD,70000
12007,20,Shannon Sun,23/01/1967,M,F,shannon12@adventure-works.com,0,2602 Glenside Court,7/12/2011,5-10,USD,60000
12008,25,Sharon Yuan,19/02/1967,M,F,sharon13@adventure-works.com,4,1048 Burwood Way,10/06/2013,0-1,USD,70000
12009,11,Ann Martinez,31/01/1963,S,F,ann22@adventure-works.com,0,8794 Seagull Court,11/12/2011,5-10,USD,80000
12010,27,Max Serrano,26/08/1962,M,M,max16@adventure-works.com,0,1640 Windmill Way,21/12/2011,5-10,USD,80000
12011,32,Morgan Johnson,16/08/1940,S,F,morgan24@adventure-works.com,0,415 Silver Cypress Ct.,1/12/2011,5-10,USD,30000
12012,2,Monica Schmidt,19/10/1971,M,F,monica11@adventure-works.com,2,8711 Pepper Dr.,13/02/2013,0-1,USD,60000
12013,39,Kayla Lewis,4/09/1958,S,F,kayla20@adventure-works.com,0,7421 Lavetta Way,9/12/2011,5-10,USD,30000
12014,32,Devin Sanders,9/08/1954,M,M,devin65@adventure-works.com,1,340 Danesta Dr.,8/12/2011,5-10,USD,10000
12015,336,Jacob White,6/01/1982,S,M,jacob11@adventure-works.com,0,3074 Ardith Drive,22/04/2013,5-10,USD,30000
12016,310,Meredith Serrano,11/06/1981,S,F,meredith40@adventure-works.com,0,7440 Dorset Way,14/11/2011,0-1,USD,40000
12017,60,David Simmons,26/04/1982,M,M,david48@adventure-works.com,0,8442 Euclid Avenue,20/03/2013,5-10,USD,40000
12018,359,Devin Henderson,30/01/1986,M,M,devin43@adventure-works.com,0,685 St. Peter Court,29/10/2011,5-10,USD,30000
12019,374,Gabrielle Cox,13/05/1986,S,F,gabrielle10@adventure-works.com,0,1585 Pacific Avenue,25/09/2013,0-1,USD,30000
12020,60,Olivia Rogers,13/03/1985,M,F,olivia27@adventure-works.com,0,7076 Terry Lynn Lane,12/10/2013,5-10,USD,30000
12021,16,Deborah Yuan,13/08/1951,S,F,deborah11@adventure-works.com,0,6641 Morgan Territory Rd.,3/12/2011,0-1,USD,10000
12022,553,Jose Wright,22/05/1986,S,M,jose56@adventure-works.com,0,8011 Mcnutt Ave,16/08/2013,5-10,USD,40000
12023,310,Fernando Johnson,5/01/1984,S,M,fernando2@adventure-works.com,0,5931 San Carlos,30/10/2011,5-10,USD,30000
12024,632,Samuel Edwards,24/12/1983,S,M,samuel32@adventure-works.com,0,710 Longbrook Way,23/02/2013,5-10,USD,40000
12025,542,Logan Diaz,16/12/1983,M,M,logan22@adventure-works.com,0,297 Mt. Tank Circle,18/11/2011,5-10,USD,40000
12026,383,Lucas Flores,14/01/1984,M,M,lucas60@adventure-works.com,0,9431 Firestone,22/11/2011,0-1,USD,40000
12027,635,Haley Wood,24/04/1984,M,F,haley21@adventure-works.com,0,9695 Notre Dame Avenue,10/11/2011,5-10,USD,40000
12028,335,Sarah Lewis,11/05/1983,S,F,sarah23@adventure-works.com,0,7212 Santa Maria Ct.,26/09/2013,5-10,USD,30000
12029,298,Damien Hu,15/04/1983,M,M,damien16@adventure-works.com,0,2119 Virginia Hills,2/08/2013,0-1,USD,30000
12030,618,Ana Washington,5/08/1982,S,F,ana12@adventure-works.com,0,5157 Maywood Lane,6/11/2011,5-10,USD,40000
12031,49,Logan Jai,17/04/1985,S,M,logan5@adventure-works.com,0,6857 La Salle Ct,6/11/2013,5-10,USD,30000
12032,62,Tyler Taylor,22/11/1984,S,M,tyler17@adventure-works.com,0,5465 Janin Pl.,20/02/2013,5-10,USD,30000
12033,611,Kristen Guo,29/10/1984,S,F,kristen15@adventure-works.com,0,8452 Dewing Avenue,23/11/2011,0-1,USD,40000
12034,33,Julian Long,11/09/1946,M,M,julian11@adventure-works.com,0,9707 Daffodil Drive,23/09/2013,5-10,USD,40000
12035,31,Gerald Prasad,20/12/1946,M,M,gerald39@adventure-works.com,0,4945 Noah Court,7/02/2013,0-1,USD,40000
12036,26,Summer Lopez,6/08/1946,M,F,summer14@adventure-works.com,0,2901 Sunny Ave,18/03/2013,0-1,USD,40000
12037,21,Patricia Chapman,13/03/1949,S,F,patricia7@adventure-works.com,0,5186 Elmhurst Lane,27/12/2011,5-10,USD,40000
12038,3,George Vance,6/02/1949,S,M,george10@adventure-works.com,0,1314 Skyline Dr.,4/05/2013,5-10,USD,40000
12039,32,Ricardo Nath,12/08/1948,M,M,ricardo17@adventure-works.com,0,4472 Galveston Ct.,27/12/2011,1-2,USD,70000
12040,359,Richard Torres,15/02/1982,M,M,richard85@adventure-works.com,0,125 Keller Ridge,13/02/2013,5-10,USD,40000
12041,627,Seth Martin,3/06/1986,M,M,seth15@adventure-works.com,0,1019 Pennsylvania Blvd,9/11/2011,5-10,USD,40000
12042,648,Alex Carter,26/03/1981,M,M,alex39@adventure-works.com,0,7468 Lindley Ct.,5/11/2011,5-10,USD,40000
12043,322,Carson Patterson,20/03/1980,M,M,carson9@adventure-works.com,0,4195 Sea Point Way,21/09/2013,5-10,USD,40000
12044,337,Madeline Lopez,24/11/1979,S,F,madeline18@adventure-works.com,0,9687 Maywood Ln.,18/11/2013,5-10,USD,40000
12045,339,Luis Russell,23/12/1979,S,M,luis19@adventure-works.com,0,9236 Woodland Drive,20/05/2013,1-2,USD,40000
12046,358,Alexa Cook,15/01/1980,S,F,alexa20@adventure-works.com,0,3005 Banyan Way,17/02/2013,1-2,USD,40000
12047,383,Alexandra Davis,22/09/1979,S,F,alexandra68@adventure-works.com,0,8831 San Gabriel Dr.,2/05/2013,1-2,USD,40000
12048,542,Kayla Coleman,16/05/1983,S,F,kayla30@adventure-works.com,0,6869 Meier Road,11/09/2013,5-10,USD,70000
12049,338,Angela Russell,9/10/1973,S,F,angela22@adventure-works.com,0,878 Rancho View Drive,19/08/2013,1-2,USD,80000
12050,336,Aaron Young,10/09/1978,S,M,aaron49@adventure-works.com,1,6350 Plumas Court,12/11/2011,1-2,USD,110000
12051,343,Isaiah Scott,19/03/1984,S,M,isaiah39@adventure-works.com,0,1987 Megan Dr.,23/02/2013,1-2,USD,120000
12052,355,Makayla Ward,23/11/1972,S,F,makayla11@adventure-works.com,1,9023 Brush Creek Court,3/11/2011,1-2,USD,120000
12053,301,Cedric Gao,11/11/1972,S,M,cedric14@adventure-works.com,0,4283 Meaham Drive,29/10/2011,0-1,USD,130000
12054,57,Luke Diaz,2/12/1973,M,M,luke11@adventure-works.com,4,6377 East Avenue,29/01/2013,0-1,USD,90000
12055,56,Arianna Richardson,20/05/1974,M,F,arianna31@adventure-works.com,4,1105 N. 48th St,21/02/2013,0-1,USD,90000
12056,54,Ian Ward,13/12/1947,M,M,ian69@adventure-works.com,4,3710 Via Appia,14/06/2013,5-10,USD,120000
12057,627,Madeline Collins,11/09/1948,M,F,madeline2@adventure-works.com,4,1124 Leeds Ct. West,26/02/2013,5-10,USD,120000
12058,322,Chloe Nelson,30/12/1948,M,F,chloe6@adventure-works.com,3,4627 Lakefield Place,14/11/2011,0-1,USD,130000
12059,635,Jason Jenkins,29/11/1948,M,M,jason4@adventure-works.com,3,8480 Zebra Street,22/11/2011,0-1,USD,130000
12060,66,Andrew Wedge,13/10/1948,S,M,andrew22@adventure-works.com,3,9263 Mt. Mckinley Ct.,31/01/2013,0-1,USD,150000
12061,62,Bryce Brooks,5/11/1948,M,M,bryce2@adventure-works.com,3,5508 Glenmount Dr.,29/01/2013,0-1,USD,160000
12062,358,Edward Long,2/12/1949,M,M,edward58@adventure-works.com,0,9837 Larkwood Ct,24/02/2013,10+,USD,70000
12063,609,Xavier Martinez,8/03/1950,M,M,xavier15@adventure-works.com,0,3644 Rosarita,10/09/2013,10+,USD,70000
12064,539,John White,6/10/1955,S,M,john50@adventure-works.com,0,244 La Cadena,18/03/2013,10+,USD,70000
12065,618,Isaiah Collins,31/12/1949,M,M,isaiah24@adventure-works.com,0,745 Harvey Way,6/03/2013,10+,USD,70000
12066,338,Wyatt Powell,9/02/1950,M,M,wyatt60@adventure-works.com,0,8728 Argyll Ave.,1/03/2013,10+,USD,70000
12067,355,Aaron Bryant,14/05/1950,S,M,aaron17@adventure-works.com,0,2325 Candywood Ct,24/04/2013,10+,USD,70000
12068,345,Maria Jenkins,19/11/1949,S,F,maria30@adventure-works.com,0,1113 Catherine Way,5/07/2013,10+,USD,70000
12069,307,Garrett Kelly,1/05/1950,M,M,garrett6@adventure-works.com,0,7129 N Larwin Ave.,30/10/2011,1-2,USD,70000
12070,300,Luke Ross,3/03/1950,M,M,luke22@adventure-works.com,0,2749 Greenbush Drive,27/11/2013,10+,USD,70000
12071,300,Robert Robinson,30/09/1949,M,M,robert78@adventure-works.com,0,9896 Walkim Court,23/11/2011,1-2,USD,70000
12072,334,Tristan Ross,21/02/1950,M,M,tristan4@adventure-works.com,0,5862 Crivello Ave.,12/11/2011,1-2,USD,70000
12073,334,Thomas Rodriguez,20/02/1950,M,M,thomas68@adventure-works.com,0,8094 Roxbury Drive,6/03/2013,10+,USD,70000
12074,59,Megan Jenkins,22/04/1961,S,F,megan57@adventure-works.com,0,2603 Condor Place,11/08/2013,10+,USD,70000
12075,618,Cameron Griffin,24/12/1949,S,M,cameron16@adventure-works.com,0,7330 Saddlehill Lane,22/11/2011,10+,USD,60000
12076,322,Chloe Washington,22/02/1955,M,F,chloe80@adventure-works.com,0,9115 Arthur Rd.,4/11/2011,10+,USD,70000
12077,65,Nicole Sandberg,17/03/1956,S,F,nicole47@adventure-works.com,0,1742 Breck Court,29/01/2013,10+,USD,70000
12078,648,Jose Edwards,18/08/1950,M,M,jose39@adventure-works.com,0,9601 Santa Fe Dr.,27/11/2011,2-5,USD,60000
12079,343,Nathaniel Cooper,9/10/1956,M,M,nathaniel9@adventure-works.com,0,9566 Pine Hollow Road,5/11/2011,2-5,USD,60000
12080,49,Grace Sanchez,7/12/1951,S,F,grace26@adventure-works.com,0,8844 Fitzpatrick Drive,31/03/2013,10+,USD,60000
12081,59,Kaitlyn Perez,1/06/1957,S,F,kaitlyn10@adventure-works.com,0,8089 Mariposa Ct.,8/05/2013,10+,USD,60000
12082,315,Lauren Sanchez,10/04/1952,M,F,lauren0@adventure-works.com,0,5379 Treasure Island Way,17/11/2011,10+,USD,70000
12083,614,Kayla Alexander,28/08/1951,M,F,kayla43@adventure-works.com,1,2908 Piper Ridge Court,24/11/2011,10+,USD,70000
12084,545,Aidan Perry,3/02/1953,M,M,aidan8@adventure-works.com,0,4772 Ravenwood,8/11/2011,2-5,USD,60000
12085,547,Tyler Rodriguez,23/06/1953,M,M,tyler20@adventure-works.com,1,8980 Logan Court,21/06/2013,2-5,USD,60000
12086,62,Emily Clark,9/02/1953,S,F,emily20@adventure-works.com,1,5368 Pierce Ct.,14/05/2013,10+,USD,60000
12087,334,Sean Cook,10/07/1958,S,M,sean29@adventure-works.com,1,2715 Euclid Ave.,10/10/2013,10+,USD,70000
12088,548,Lauren Thompson,18/01/1953,S,F,lauren33@adventure-works.com,1,9657 Wiget Lane,26/12/2013,10+,USD,70000
12089,54,Nathaniel Richardson,20/10/1958,M,M,nathaniel10@adventure-works.com,1,1881 Pinehurst Court,2/02/2013,10+,USD,70000
12090,62,Savannah Carter,2/01/1954,M,F,savannah32@adventure-works.com,1,2582 South Ranchford Ct.,8/05/2013,10+,USD,40000
12091,536,Eddie Munoz,9/11/1959,M,M,eddie7@adventure-works.com,1,3005 Potomac Drive,5/02/2013,2-5,USD,40000
12092,612,Austin White,8/08/1953,M,M,austin48@adventure-works.com,1,6872 Sandalwood Dr.,2/05/2013,2-5,USD,40000
12093,300,Levi Chandra,8/05/1954,M,M,levi1@adventure-works.com,1,5974 Sequoia Drive,5/11/2013,2-5,USD,60000
12094,335,Bailey Bailey,19/03/1954,M,F,bailey13@adventure-works.com,1,1723 StandingView Dr. Dr,5/11/2011,2-5,USD,60000
12095,336,Austin Griffin,24/08/1953,M,M,austin17@adventure-works.com,1,7719 Athene Dr,2/05/2013,10+,USD,60000
12096,358,Caitlin Brooks,26/08/1953,M,F,caitlin1@adventure-works.com,1,458 Las Ramblas,17/11/2011,2-5,USD,60000
12097,65,Sean Allen,13/05/1955,S,M,sean49@adventure-works.com,1,4895 Cypress Ave.,21/05/2013,10+,USD,60000
12098,641,Grace Clark,24/04/1955,S,F,grace18@adventure-works.com,1,5235 Darnett Circle,29/01/2013,10+,USD,60000
12099,648,Sydney Hall,18/05/1955,S,F,sydney86@adventure-works.com,1,4985 Claudia Dr.,11/04/2013,2-5,USD,60000
12100,301,Jon Sun,22/10/1954,S,M,jon33@adventure-works.com,1,9211 Holiday Hills Drive,13/08/2013,10+,USD,60000
12101,345,Logan Patterson,22/10/1954,S,M,logan13@adventure-works.com,1,9211 Holiday Hills Drive,14/03/2013,10+,USD,70000
12102,347,Devin Simmons,2/12/1954,M,M,devin53@adventure-works.com,1,3716 D Mt. Hood Circle,7/11/2011,1-2,USD,70000
12103,348,Chloe White,8/10/1960,M,F,chloe45@adventure-works.com,1,9312 Virginia Hills Drive,28/11/2011,10+,USD,70000
12104,352,Mariah Ross,8/01/1960,M,F,mariah8@adventure-works.com,1,1698 10th Avenue,29/10/2011,10+,USD,70000
12105,385,Abigail Foster,13/11/1954,S,F,abigail68@adventure-works.com,1,9849 Santa Fe Court,1/11/2011,10+,USD,70000
12106,59,Isaiah Baker,6/12/1955,M,M,isaiah31@adventure-works.com,1,8868 Sudan Loop,13/06/2013,2-5,USD,40000
12107,69,Nathan Gonzales,11/08/1961,M,M,nathan13@adventure-works.com,1,5616 Bayside Way,28/02/2013,2-5,USD,40000
12108,627,James Walker,19/02/1961,M,M,james96@adventure-works.com,1,9142 Altura Drive,18/11/2011,10+,USD,60000
12109,641,Morgan Foster,17/09/1955,S,F,morgan85@adventure-works.com,1,5537 Broadway,10/11/2011,10+,USD,60000
12110,302,Bianca Guo,3/08/1955,M,F,bianca14@adventure-works.com,1,2745 Mt. Dias Blvd.,14/11/2011,10+,USD,60000
12111,322,Jacqueline Gonzales,1/02/1956,M,F,jacqueline18@adventure-works.com,1,1899 Trail Way,10/07/2013,2-5,USD,60000
12112,337,Arianna Henderson,7/12/1955,M,F,arianna5@adventure-works.com,2,5283 Dumbarton Drive,27/11/2011,1-2,USD,70000
12113,51,Nathan Hughes,16/02/1968,M,M,nathan7@adventure-works.com,1,1771 Coastal Blvd.,19/02/2013,10+,USD,70000
12114,53,Charles Richardson,6/05/1957,M,M,charles58@adventure-works.com,1,5466 Kaitlin Pl.,2/03/2013,10+,USD,70000
12115,543,Chloe Richardson,7/08/1956,S,F,chloe55@adventure-works.com,1,7563 Florencia,5/06/2013,2-5,USD,70000
12116,547,Amanda Gray,21/08/1956,S,F,amanda15@adventure-works.com,1,4701 Mt. Dell Drive,20/11/2011,10+,USD,70000
12117,637,Cameron Yang,30/01/1957,M,M,cameron23@adventure-works.com,1,2672 Pansy Dr.,3/08/2013,2-5,USD,60000
12118,298,Miguel Sanchez,23/07/1967,M,F,miguel72@adventure-works.com,1,5648 California St.,4/11/2011,10+,USD,60000
12119,299,Keith Raje,28/11/1956,M,M,keith17@adventure-works.com,1,9216 Sandy Way,5/05/2013,2-5,USD,60000
12120,618,Xavier Simmons,8/01/1958,M,M,xavier55@adventure-works.com,1,2837 Redhead Way,3/11/2011,10+,USD,60000
12121,545,Logan Wilson,25/03/1958,S,M,logan58@adventure-works.com,1,6928 Toyon Dr.,21/11/2011,10+,USD,60000
12122,68,Destiny Coleman,17/06/1958,M,F,destiny54@adventure-works.com,2,8713 Live Oak Avenue,5/03/2013,10+,USD,70000
12123,275,Wesley Liang,12/12/1963,M,M,wesley16@adventure-works.com,3,6048 Nightingale Drive,10/02/2012,0-1,USD,170000
12124,192,Brandi Gill,8/08/1962,S,F,brandi13@adventure-works.com,4,"8, rue de l´Avenir",29/01/2011,5-10,USD,110000
12125,149,Diana Ortega,12/07/1962,M,F,diana21@adventure-works.com,4,Postfach 22 99 99,15/05/2012,0-1,USD,130000
12126,247,Tammy Raman,18/05/1963,M,F,tammy13@adventure-works.com,4,5760 Las Palmas,8/04/2013,5-10,USD,150000
12127,186,Grace Davis,13/06/1962,M,F,grace4@adventure-works.com,3,"8188, rue Lamarck",10/11/2013,2-5,USD,100000
12128,123,Kristy Munoz,13/12/1967,M,F,kristy7@adventure-works.com,4,Altendorfer Straße 903,1/05/2012,5-10,USD,120000
12129,158,Wendy Alvarez,21/03/1962,M,F,wendy5@adventure-works.com,4,Wertheimer Straße 899,25/05/2012,5-10,USD,120000
12130,151,Suzanne Zhou,9/02/1962,S,F,suzanne10@adventure-works.com,4,Nonnendamm 6599,8/05/2012,5-10,USD,120000
12131,186,Randall Dominguez,15/04/1961,M,M,randall14@adventure-works.com,1,"244, rue des Rosiers",21/02/2011,2-5,USD,90000
12132,224,Kaitlyn Henderson,18/05/1961,M,F,kaitlyn72@adventure-works.com,4,"2222, rue Ste-Honoré",30/01/2011,5-10,USD,110000
12133,242,Colleen Xie,24/06/1961,M,F,colleen27@adventure-works.com,4,8976 E Leland,11/02/2012,5-10,USD,130000
12134,269,Hector Alonso,19/09/1966,M,M,hector6@adventure-works.com,3,5276 Whitehall Drive,5/07/2013,0-1,USD,170000
12135,316,Fernando Taylor,9/10/1962,M,M,fernando9@adventure-works.com,1,7386 Rolph Park Drive,9/05/2013,5-10,USD,90000
12136,49,Blake Turner,8/05/1938,M,M,blake41@adventure-works.com,0,7509 San Cristobal,24/04/2013,1-2,USD,30000
12137,347,Jack Green,4/05/1938,M,M,jack51@adventure-works.com,0,1224 Shoenic,19/03/2013,5-10,USD,90000
12138,536,Colin Jai,26/05/1939,M,M,colin34@adventure-works.com,0,3874 Claudia Court,28/08/2013,0-1,USD,70000
12139,609,Franklin Yang,11/03/1944,M,M,franklin5@adventure-works.com,0,4824 Discovery Bay,2/07/2013,0-1,USD,70000
12140,71,Oscar Russell,8/09/1970,S,M,oscar6@adventure-works.com,4,2174 Pacheco St.,2/06/2013,0-1,USD,90000
12141,536,Kaitlyn Lee,16/09/1976,S,F,kaitlyn45@adventure-works.com,4,4179 Maureen Lane,5/11/2011,2-5,USD,90000
12142,545,Gabriella Torres,2/07/1981,S,F,gabriella11@adventure-works.com,1,4790 Curletto Drive,27/11/2011,2-5,USD,100000
12143,632,Logan Turner,13/05/1971,M,M,logan31@adventure-works.com,1,2803 Fawn Glen Circle,16/11/2011,2-5,USD,100000
12144,632,Kelly Jenkins,10/05/1971,M,F,kelly11@adventure-works.com,1,4511 Gathering Court,22/03/2013,0-1,USD,100000
12145,644,Brandon Butler,30/09/1976,M,M,brandon11@adventure-works.com,1,5979 Meadowbrook Drive,28/11/2013,2-5,USD,100000
12146,311,Xavier Thomas,11/01/1971,S,M,xavier8@adventure-works.com,2,5139 The Trees Dr,29/06/2013,1-2,USD,110000
12147,50,Taylor Patterson,27/06/1970,M,F,taylor35@adventure-works.com,3,5029 Blue Ridge,23/06/2013,2-5,USD,80000
12148,548,Gabrielle Morris,5/06/1970,S,F,gabrielle1@adventure-works.com,2,8553 R St.,23/11/2013,2-5,USD,100000
12149,552,Bailey Scott,21/06/1975,M,F,bailey33@adventure-works.com,2,560 Highland Drive,1/05/2013,2-5,USD,100000
12150,316,Logan Wang,9/08/1975,M,M,logan24@adventure-works.com,2,3328 North Wateroak Ct,14/08/2013,1-2,USD,130000
12151,335,Steven Kelly,9/11/1969,M,M,steven12@adventure-works.com,2,8625 Olive Ave.,14/11/2011,1-2,USD,130000
12152,335,Adrian Ramirez,23/03/1975,M,M,adrian9@adventure-works.com,2,1461 Dantley Way,30/10/2011,0-1,USD,130000
12153,348,Kaitlyn Bailey,15/03/1962,S,F,kaitlyn54@adventure-works.com,2,4836 Stratton Circle,27/11/2011,5-10,USD,70000
12154,71,Hailey Adams,21/07/1967,S,F,hailey55@adventure-works.com,2,4594 Rose Dr.,14/03/2013,2-5,USD,80000
12155,648,Gabriella Lopez,12/10/1967,S,F,gabriella44@adventure-works.com,2,6096 Fraga Court,21/11/2011,2-5,USD,80000
12156,301,Bonnie Raji,12/07/1939,M,F,bonnie27@adventure-works.com,0,359 Pleasant Hill Rd,6/11/2011,5-10,USD,70000
12157,336,William White,21/03/1940,M,M,william8@adventure-works.com,3,5984 Mt. Whitney Dr.,10/05/2013,2-5,USD,120000
12158,66,Kyle Phillips,18/10/1979,M,M,kyle36@adventure-works.com,3,6133 Elderwood Dr.,1/09/2013,2-5,USD,80000
12159,71,Kaitlyn Scott,10/11/1974,M,F,kaitlyn11@adventure-works.com,3,8378 B Avenue I,24/02/2013,2-5,USD,80000
12160,536,Jaclyn Zhang,23/05/1969,S,F,jaclyn0@adventure-works.com,0,4364 Viera Avenue,18/11/2011,5-10,USD,90000
12161,648,Alexandria Rogers,4/03/1974,M,F,alexandria40@adventure-works.com,2,7279 Michael Ln.,9/03/2013,2-5,USD,100000
12162,331,Luke Mitchell,16/12/1974,S,M,luke43@adventure-works.com,3,7150 N. Broadway,11/11/2011,5-10,USD,120000
12163,368,Aaron Wang,4/03/1969,S,M,aaron24@adventure-works.com,1,228 Rock Creek Way,5/11/2011,0-1,USD,150000
12164,372,Noah Butler,9/04/1974,M,M,noah11@adventure-works.com,1,476 Bay Drive,25/11/2011,0-1,USD,150000
12165,51,Caleb Flores,10/12/1967,M,M,caleb9@adventure-works.com,4,1256 American Beauty Dr,30/01/2013,0-1,USD,80000
12166,54,Jared Rogers,6/03/1984,M,M,jared21@adventure-works.com,4,1261 Sierrawood Court,11/07/2013,5-10,USD,80000
12167,637,Sebastian Stewart,20/03/1968,S,M,sebastian21@adventure-works.com,2,3307 Mt. Trinity Ct.,29/10/2011,5-10,USD,100000
12168,614,Hunter Jackson,9/08/1966,M,M,hunter45@adventure-works.com,4,824 Gregory Drive,26/02/2013,5-10,USD,80000
12169,312,Abigail Howard,12/11/1972,S,F,abigail16@adventure-works.com,3,6490 El Camino,29/10/2011,5-10,USD,120000
12170,325,Sara Reed,4/01/1972,M,F,sara22@adventure-works.com,3,7884 Power Ave.,23/11/2011,2-5,USD,130000
12171,335,Alyssa Cooper,31/01/1972,S,F,alyssa35@adventure-works.com,3,9584 Logan Ct,1/11/2011,0-1,USD,130000
12172,345,Eduardo Alexander,1/03/1972,S,M,eduardo62@adventure-works.com,3,2878 Bounty Way,20/11/2011,0-1,USD,130000
12173,345,Dalton Edwards,12/03/1967,M,M,dalton44@adventure-works.com,3,4588 Morgan Territory Road,12/11/2011,2-5,USD,130000
12174,374,Charles Phillips,4/11/1966,M,M,charles42@adventure-works.com,0,2499 Wilke Drive,6/12/2011,2-5,USD,170000
12175,368,Luke Powell,9/09/1966,S,M,luke27@adventure-works.com,0,4591 Camino Peral,17/11/2013,5-10,USD,60000
12176,548,Cody James,12/11/1966,S,M,cody0@adventure-works.com,0,677 Riveria Way,2/02/2013,5-10,USD,60000
12177,59,Kevin Campbell,23/09/1960,S,M,kevin44@adventure-works.com,3,1468 Napa St.,7/03/2013,5-10,USD,70000
12178,547,Ethan Shan,8/11/1959,M,M,ethan27@adventure-works.com,0,9551 Jones Rd,25/12/2011,5-10,USD,80000
12179,543,Alexis Jones,8/04/1941,S,F,alexis3@adventure-works.com,0,5925 Rain Drop Circle,16/12/2011,5-10,USD,50000
12180,536,Holly Mehta,17/03/1942,S,F,holly13@adventure-works.com,0,1565 W. Lake Dr.,10/12/2011,1-2,USD,50000
12181,352,Katelyn Sanders,18/02/1942,M,F,katelyn2@adventure-works.com,3,2334 Brandywine Way,3/12/2011,0-1,USD,130000
12182,49,Erin Torres,6/06/1966,M,F,erin8@adventure-works.com,4,8700 Gloria Terrace,14/03/2013,2-5,USD,70000
12183,66,Emily Robinson,25/04/1966,M,F,emily19@adventure-works.com,4,2627 Sandview Dr.,19/02/2013,5-10,USD,80000
